airport_name,iata_code,icao_code,latitude,longitude,gmt,country_iso2
Nare,NAR,SKPN,6.2,-74.583336,-5,CO
Nassau International,NAS,MYNN,25.048223,-77.463776,-5,BS
Augusto Severo,NAT,SBNT,-5.916787,-35.250244,-3,BR
Napuka Island,NAU,NTGN,-14.166667,-141.58333,-10,PF
Nevsehir,NAV,LTAZ,38.63333,34.716667,3,TR
Narathiwat,NAW,VTSC,6.516667,101.75,7,TH
Nanyuan Airport,NAY,ZBBB,39.7825,116.38778,8,CN
Naberevnye Chelny,NBC,KNBC,55.564125,52.10341,3,RU
Zine El Abidine Ben Ali International Airport,NBE,DTNZ,36.075832,10.438611,1,TN
Nambucca Heads,NBH,YNHS,-30.633333,152.98334,10,AU
San Blas,NBL,MPWN,9.3,-79,-5,PA
Jomo Kenyatta International,NBO,HKJK,-1.319167,36.92578,3,KE
Guantanamo NAS,NBW,MUGM,20.166668,-75.23333,-5,CU
Nabire,NBX,WABI,-3.366667,135.43333,9,ID
North Caicos,NCA,MBNC,21.933332,-71.98333,-4,TC
Cote D'azur International Airport,NCE,LFMN,43.66049,7.205232,1,FR
Nachingwea,NCH,HTNA,-10.363889,38.775,3,TZ
Necocli,NCI,SKNC,8.483333,-76.75,-5,CO
Newcastle Airport,NCL,EGNT,55.037064,-1.710629,,GB
New Chenega,NCN,PFCB,60.07831,-147.99773,-9,US
NAS,NCO,KOQU,41,-71,-5,US
San Carlos,NCR,MNSC,11.25,-84.833336,-6,NI
Newcastle,NCS,FANC,-27.774166,29.99,2,ZA
Nukus,NCU,UTNN,42.483334,59.63333,5,UZ
Annecy-Meythe,NCY,LFLP,45.930557,6.100833,1,FR
Nouadhibou,NDB,GQPP,20.934168,-17.028334,,MR
Nanded,NDC,VAND,19.183332,77.316666,5.30,IN
Sumbe,NDD,FNSU,-11.166667,13.866667,1,AO
Mandera,NDE,HKMA,3.933333,41.86667,3,KE
Qiqihar,NDG,ZYQQ,47.316666,123.916664,8,CN
N'Djamena,NDJ,FTTJ,12.129056,15.034215,1,TD
Ndele,NDL,FEFN,8.416667,20.6,1,CF
Mendi,NDM,HAMN,9.816667,35.083332,3,ET
Nador,NDR,GMFN,34.988888,-3.028333,,MA
Sandstone,NDS,YSAN,-27.983334,119.3,8,AU
Rundu,NDU,FYRU,-17.95,19.716667,2,NA
Sanday,NDY,EGES,59.25,-2.583333,,GB
Neftekamsk,NEF,UWUF,56.1,54.35,5,RU
Nejjo,NEJ,HANJ,9.5,35.466667,3,ET
Nekemt,NEK,HANK,9.066667,36.5,3,ET
Neryungri,NER,UELL,56.65,124.6,9,RU
Sam Neua,NEU,VLSN,20.416668,104.066666,7,LA
Vance Winkworth Amory International,NEV,TKPN,17.205,-62.5925,-4,KN
Lakefront,NEW,KNEW,30.039444,-90.026665,-6,US
Nefteyugansk,NFG,USRN,61.13333,73.05,5,RU
NAS,NFL,KNFL,39.466667,-118.78333,-8,US
Mata'aho,NFO,NFTO,-15.6,-175.65,13,TO
Young,NGA,YYNG,-34.25,148.25,10,AU
Lishe International Airport,NGB,ZSNB,29.820415,121.462395,8,CN
Ngaoundéré,NGE,FKKN,7.356389,13.561389,1,CM
Ngau Island,NGI,NFNG,-18,179.33333,12,FJ
Ngala Airfield,NGL,FANG,2.45,21.55,2,ZA
Chu-Bu Centrair International (Central Japan International),NGO,RJGG,34.858334,136.80528,9,JP
Ngari Gunsa/Ali Kunsha,NGQ,ZUAL,32.103817,80.054276,8,CN
Nagasaki,NGS,RJFU,32.9144,129.92258,9,JP
NAS Chambers,NGU,KNGU,35.833332,-76.28333,-5,US
Manang,NGX,VNMA,27.700556,85.36305,5.45,NP
Nha Trang,NHA,VVNT,12.227912,109.19666,7,VN
Nushki,NHS,OPNK,29.583332,66,5,PK
Northolt,NHT,EGWU,51.533333,-0.366667,,GB
Nuku Hiva,NHV,NTMD,-8.795214,-140.22223,-9:30,PF
NAS,NHZ,KNHZ,43.916668,-69.96667,-5,US
Nikolai,NIB,PAFS,63.016666,-154.38333,-9,US
Nifty,NIF,YCNF,-21.675,121.58611,8,AU
Niamey,NIM,DRRN,13.476534,2.177158,1,NE
Nioki,NIO,FZBI,-2.75,17.7,1,CD
Jacksonville NAS,NIP,KNIP,30.25,-81.68056,-5,US
Niort,NIT,LFBN,46.316666,-0.45,1,FR
Niau,NIU,NTKN,-16.121988,-146.37325,-10,PF
Nioro,NIX,GANR,15.239167,-9.577222,,ML
Atsugi NAS,NJA,RJTA,35.416668,139.35,9,JP
Nizhnevartovsk,NJC,USNN,60.9476,76.49145,5,RU
Al-Ashraf International,NJF,ORNI,31.993563,44.389187,3,IQ
El Centro NAF,NJK,KNJK,32.837223,-115.57472,-8,US
Nouakchott,NKC,GQNN,18.098148,-15.952041,,MR
Nanjing Lukou International Airport,NKG,ZSNJ,31.735737,118.86652,8,CN
Nkolo,NKL,FZAR,-1.983333,16.466667,1,CD
Komaki AFB,NKM,RJNA,35.25389,136.91957,9,JP
Nkaus,NKU,FXNK,-29.5,28,2,LS
Ndola,NLA,FLND,-12.993449,28.665024,2,ZM
Lemoore NAS (Reeves Field),NLC,KNLC,36.3,-119.76667,-8,US
International Quetzalcoatl,NLD,MMNL,27.434723,-99.566666,-6,MX
Darnley Island,NLF,YDNI,-9.584515,143.7869,10,AU
Nelson Lagoon,NLG,PAOU,56.00139,-161.1525,-9,US
Norfolk Island,NLK,YSNF,-29.0425,167.93944,11,NF
Nullagine,NLL,YNUL,-21.75,120.2,8,AU
N'dolo,NLO,FZAB,-4.325,15.326389,1,CD
Nelspruit Airport,NLP,FANS,-25.500834,30.913889,2,ZA
Nicholson,NLS,YNIC,-18.050833,128.89583,8,AU
Nalati,NLT,ZWNL,43.43222,83.382225,8,CN
Nikolaev (Mykolaiv),NLV,UKON,47.05,31.916668,2,UA
Namangan,NMA,UTKN,40.983334,71.6,5,UZ
Daman,NMB,VADN,20.416668,72.95,5.30,IN
Norman's Cay,NMC,MYEN,24.59361,-76.82,-5,BS
Nightmute,NME,PAGT,60.471046,-164.70084,-9,US
Nappa Merry,NMR,YNAP,-27.6,141.11667,10,AU
Namsang,NMS,VYNS,20.883333,97.75,6.30,MM
Namtu,NMT,VNMT,23.083332,97.4,6.30,MM
NAF,NNA,GMMY,34.266666,-6.666667,,MA
Santa Ana,NNB,AGGT,-10.833333,162.5,11,SB
Nanning,NNG,ZGNN,22.61321,108.1675,8,CN
Namutoni,NNI,FYNA,-18.816668,16.916668,2,NA
Nondalton,NNL,PANO,59.978527,-154.83777,-9,US
Naryan-Mar,NNM,ULAM,67.61667,53.15,3,RU
Connemara,NNR,EICA,53.216667,-9.466667,,IE
Nan,NNT,VTCN,18.8,100.78333,7,TH
Nanuque,NNU,SNNU,-17.816668,-40.333332,-3,BR
Nunukan,NNX,WRLF,4.15,117.65,8,ID
Nanyang,NNY,ZHNY,32.9837,112.61305,8,CN
Nowra,NOA,YSNW,-34.950558,150.5375,10,AU
Nosara Beach,NOB,MRNS,9.976398,-85.65305,-6,CR
Ireland West Airport Knock,NOC,EIKN,53.914,-8.810468,,IE
Nojabrxsk,NOJ,USRO,63.17673,75.29459,5,RU
Nordfjordur,NOR,BINF,65.166664,-22,,IS
Fascene,NOS,FMNN,-13.311111,48.31389,3,MG
Tontouta,NOU,NWWW,-22.01639,166.21611,11,NC
Huambo,NOV,FNHU,-12.805556,15.757222,1,AO
Novokuznetsk,NOZ,UNWW,53.75,87.166664,7,RU
Pensacola NAS,NPA,KNPA,30.416668,-87.21667,-6,US
Hawkes Bay,NPE,NZNR,-39.46667,176.87225,12,NZ
New Plymouth,NPL,NZNP,-39.01013,174.17932,12,NZ
Nangapinoh,NPO,WIOG,-0.333333,111.73333,8,ID
Novo Progresso Municipal,NPR,SJNP,-7.126,-55.4,-3,BR
State,NPT,KUUU,41.530834,-71.2825,-5,US
Millington Regional Jetport,NQA,KNQA,35.13333,-90.05,-6,US
NAS,NQI,KNQI,27.516666,-97.86667,-6,US
Niquelandia,NQL,SWNQ,-14,-48.983334,-3,BR
Neuquen,NQN,SAZN,-38.95,-68.15222,-3,AR
Nottingham Airport,NQT,EGBN,52.966667,-1.166667,,GB
Nuqui,NQU,SKNQ,5.7,-77.28333,-5,CO
Newquay Cornwall Airport,NQY,EGDG,50.43745,-4.997922,,GB
Narrandera,NRA,YNAR,-34.705643,146.5117,10,AU
Namrole,NRE,WAPG,-3.816667,126.71667,9,ID
Kungsangen,NRK,ESSP,58.583298,16.232393,1,SE
North Ronaldsay,NRL,EGEN,59.370277,-2.433333,,GB
Nara,NRM,GANK,15.25,-7.283333,,ML
Weeze,NRN,EDLV,51.599285,6.150168,1,DE
Roosevelt NAS,NRR,TJNR,18.25,-65.638885,-4,PR
NAS,NRS,KNRS,32.837223,-115.57472,-8,US
Narita International Airport,NRT,RJAA,35.773212,140.38744,9,JP
Now Shahr,NSH,OINN,36.666668,51.5,3.30,IR
Nsimalen International,NSI,FKYS,3.702222,11.550278,1,CM
Norilsk,NSK,UOOO,69.32312,87.339806,7,RU
Norseman,NSM,YNSM,-32.2,121.75,8,AU
Nelson,NSN,NZNS,-41.299976,173.22498,12,NZ
Scone,NSO,YSCO,-32.03611,150.8325,10,AU
Nakhon Si Thammarat,NST,VTSN,8.466667,99.95,7,TH
Noosaville,NSV,YNSH,-26.416668,153.03334,10,AU
NAS Sigonella,NSY,LICZ,37.4,14.933333,1,IT
Notodden,NTB,ENNO,59.583332,9.283333,1,NO
Point Mugu NAS (Naval Base Ventura County,NTD,KNTD,34.15,-119.2,-8,US
Nantes Atlantique,NTE,LFRS,47.157623,-1.601402,1,FR
Bintuni,NTI,WASB,-2.333333,133.25,9,ID
Williamtown,NTL,YWLM,-32.804592,151.84006,10,AU
Normanton,NTN,YNTN,-17.685398,141.07307,10,AU
Santo Antao,NTO,GVAN,17.066668,-25.083332,-1,CV
Noto Airport,NTQ,RJNW,37.294678,136.9568,9,JP
Aeropuerto del Norte International Airport,NTR,MMAN,25.666668,-100.316666,-6,MX
Kuini Lavenia,NTT,NFTP,-15.5,-174,13,TO
NAS,NTU,KNTU,36.816666,-76.03333,-5,US
Natuna Ranai,NTX,WION,3.95,108.38333,7,ID
Pilanesberg,NTY,FAPN,-26.033333,27.916668,2,ZA
Numbulwar,NUB,YNUM,-14.271667,135.71638,9.30,AU
En Nahud,NUD,HSNH,12.75,28.416668,3,SD
Nürnberg,NUE,EDDN,49.494167,11.077062,1,DE
Nuiqsut,NUI,PAQT,70.209724,-151.00555,-9,US
Nukutavake,NUK,NTGW,-19.183332,-138.7,-10,PF
Nulato,NUL,PANU,64.727776,-158.07666,-9,US
Nullarbor,NUR,YNUB,-31.433332,130.91667,9.30,AU
Norsup,NUS,NVSP,-16.058332,167.4,11,VU
Nakuru,NUU,HKNK,-0.3,36.15,3,KE
Novy Urengoy,NUX,USMU,66.07335,76.522835,5,RU
La Marguita,NVA,SKNV,2.946824,-75.295525,-5,CO
Nevada,NVD,KNVD,37.85139,-94.30389,-6,US
Nueva Guinea,NVG,MNNG,11.666667,-84.45,-6,NI
Navoi International Airport,NVI,UTSA,40.115,65.159164,5,UZ
Framnes,NVK,ENNK,68.425,17.425,1,NO
Novo Aripuana,NVP,SWNA,-5.133333,-60.36667,-4,BR
Nevers,NVS,LFQG,47,3.15,1,FR
Navegantes,NVT,SBNF,-26.866667,-48.63333,-3,BR
Moheli,NWA,FMCI,-12.283333,43.766666,3,KM
Norwich International Airport,NWI,EGSH,52.669533,1.276782,,GB
Willow Grove NAS,NXX,KNXX,40.2,-75.13333,-5,US
Nyagan,NYA,USHN,62.101074,65.60563,5,RU
Nyeri,NYE,HKNI,-0.416667,36.95,3,KE
Sunyani,NYI,DGSN,7.333333,-2.333333,,GH
Nanyuki,NYK,HKNY,0.016667,37.066666,3,KE
Nadym,NYM,USMM,65.48333,72.71667,5,RU
Nyngan,NYN,YNYN,-31.566668,147.18333,10,AU
Skavsta,NYO,ESKN,58.78425,16.922867,1,SE
Nay Pyi Taw,NYT,VYNT,19.6225,96.201385,6.30,MM
Nyaung-u,NYU,VBNU,21.175343,94.92832,6.30,MM
Nzagi,NZA,FNZG,-8.383333,-21.433332,1,AO
Nzerekore,NZE,GUNZ,7.808333,-8.702778,,GN
North Island NAS,NZY,KNZY,32.7,-117.2,-8,US
Springhill,OAG,YORG,-33.3816,149.12447,10,AU
Bagram,OAI,OAIX,34.959614,69.27051,4.30,AF
Albert J Ellis,OAJ,KOAJ,34.83044,-77.605835,-5,US
Metropolitan Oak International,OAK,KOAK,37.71188,-122.21201,-8,US
Cacoal,OAL,SSKW,-11.433889,-61.4825,-4,BR
Oamaru,OAM,NZOU,-44.97028,171.0819,12,NZ
Marina Municipal,OAR,KOAR,36.61667,-121.916664,-8,US
Xoxocotlan,OAX,MMOX,17.000883,-96.721634,-6,MX
Camp Bastion,OAZ,OAZJ,31.1,61.983334,4.30,AF
Obock,OBC,HDOB,11.983333,43.266666,3,DJ
County,OBE,KOBE,27.25,-80.833336,-5,US
Oberpfaffenhofen,OBF,EDMO,48.083332,11.283333,1,DE
Obidos,OBI,SBTS,-1.916667,-55.516666,-3,BR
Zoersel,OBL,EBZR,51.266666,4.75,1,BE
Oban Airport,OBN,EGEO,56.465275,-5.396494,,GB
Obihiro,OBO,RJCB,42.732002,143.21243,9,JP
Vals-Lanas,OBS,LFHO,44.666668,4.7,1,FR
Kobuk/Wien,OBU,PAOB,66.91055,-156.88333,-9,US
Ittoqqortoormiit,OBY,BGSC,70.583336,-21.666668,-1,GL
Coca,OCC,SECO,-0.462171,-76.98596,-5,EC
Municipal,OCE,KOXB,38.316666,-75.11667,-5,US
A L Mangham Jr. Regional,OCH,KOCH,31.583332,-94.7,-6,US
Municipal,OCN,KOKB,33.218613,-117.35333,-8,US
Aguasclaras,OCV,SKOC,8.25,-73.333336,-5,CO
Ouadda,ODA,FEFW,8.003889,22.401667,1,CF
Cordoba,ODB,LEBA,37.84111,-4.847222,1,ES
Oodnadatta,ODD,YOOD,-27.550278,135.45,9.30,AU
Beldringe,ODE,EKOD,55.47639,10.328611,1,DK
RAF Station,ODH,EGVO,51.25,-0.95,,GB
Ouanda Djalle,ODJ,FEGO,8.916667,22.883333,1,CF
Long Seridan,ODN,WBGI,4.033333,115.066666,8,MY
Ord River,ODR,YORV,-17.5,128.8,8,AU
Odessa International,ODS,UKOO,46.44101,30.676718,2,UA
Oudomxai,ODY,VLOS,20.583332,104.166664,7,LA
Ocussi,OEC,WPOC,-9.205,124.34167,9,TL
Orel,OEL,UUOR,52.983334,36.1,3,RU
Ornskoldsvik,OER,ESNO,63.412582,18.992073,1,SE
San Antonio Oeste,OES,SAVN,-40.733334,-64.95,-3,AR
Ouango Fitini,OFI,DIOF,9.6,-4.033333,,CI
Olafsfjordur,OFJ,BIOF,65.583336,-19.833332,,IS
Stefan Field,OFK,KOFK,41.984165,-97.434166,-6,US
Searle Field,OGA,KOGA,41.13333,-101.71667,-7,US
Municipal,OGB,KOGB,33.5,-80.86667,-5,US
Municipal,OGD,KOGD,41.19639,-112.01083,-7,US
Kahului,OGG,PHOG,20.892883,-156.43863,-10,US
Yonaguni Jima,OGN,ROYN,24.461111,122.97639,9,JP
Abengourou,OGO,DIAU,6.7,-3.45,,CI
Ogdensburg,OGS,KOGS,44.681667,-75.465836,-5,US
Ain Beida,OGX,DAUU,31.916668,5.4,1,DZ
Vladikavkaz,OGZ,URMO,43.2,44.6,3,RU
Royal Air Force Base,OHA,NZOH,-40.208332,175.38667,12,NZ
Ohrid,OHD,LWOH,41.185,20.743055,1,MK
Gulian,OHE,ZYMH,52.92113,122.42059,8,CN
Novostroyka,OHH,UHSH,53.516666,142.88333,11,RU
Okhotsk,OHO,UHOO,59.416668,143.05,10,RU
Kohat,OHT,OPKT,33.583332,71.433334,5,PK
Ourilandia,OIA,SDOW,-6.761303,-51.049,-3,BR
Oshima,OIM,RJTO,34.779167,139.365,9,JP
Okushiri,OIR,RJEO,42.166668,139.51666,9,JP
Oita,OIT,RJFO,33.477238,131.73236,9,JP
Johnson Executive,OJC,KOJC,38.85,-94.73333,-6,US
Naha,OKA,ROAH,26.195833,127.645836,9,JP
Will Rogers World Airport,OKC,KOKC,35.39563,-97.59609,-6,US
Okadama,OKD,RJCO,43.110374,141.382,9,JP
Okino Erabu,OKE,RJKB,27.431667,128.70555,9,JP
Cottesmor RAF,OKH,EGXJ,52.666668,-0.716667,,GB
Oki Island,OKI,RJNO,36.166668,133.31667,9,JP
Okayama,OKJ,RJOB,34.76022,133.85277,9,JP
Kokomo,OKK,KOKK,40.52972,-86.05806,-5,US
Oksibil,OKL,WAJO,-5.1,140.66667,9,ID
Okmulgee,OKM,KOKM,35.61667,-95.96667,-6,US
Okondja,OKN,FOGQ,-1,14.008333,1,GA
Yokota AFB,OKO,RJTY,35.75,139.35,9,JP
Okaba,OKQ,WAKO,-8.1,139.7,9,ID
Yorke Island,OKR,YYKI,-9.751593,143.40556,10,AU
Oktiabrskij,OKT,UWUK,54.433334,53.38333,5,RU
Mokuti Lodge,OKU,FYMO,-18.808332,17.05,2,NA
Oakey,OKY,YBOK,-27.406668,151.735,10,AU
Orland,OLA,ENOL,63.7,9.616667,1,NO
Costa Smeralda,OLB,LIEO,40.903145,9.514823,1,IT
Old Town,OLD,KOLD,44.933334,-68.65,-5,US
L. M. Clayton Airport,OLF,KOLF,48.094723,-105.56639,-7,US
Olpoi,OLJ,NVSZ,-14.884605,166.56003,11,VU
Olympia,OLM,KOLM,46.97361,-122.903336,-8,US
Olomouc,OLO,LKOL,49.63333,17.2,1,CZ
Olympic Dam,OLP,YOLD,-30.483898,136.88411,9.30,AU
Nogales International Airport,OLS,KOLS,31.416668,-110.85,-7,US
Columbus Municipal,OLU,KOLU,41.447224,-97.34167,-6,US
Olive Branch Airport,OLV,KOLV,34.966667,-89.833336,-6,US
Eppley Airfield,OMA,KOMA,41.29957,-95.89972,-6,US
Omboue,OMB,FOOH,-1.6,9.266667,1,GA
Ormoc,OMC,RPVO,11.05,124.566666,8,PH
Oranjemund,OMD,FYOG,-28.583332,16.45,2,NA
Nome,OME,PAOM,64.51139,-165.44167,-9,US
King Hussein,OMF,OJMF,32.35,36.25,2,JO
Omega,OMG,FYOE,-18,22.066668,2,NA
Urmieh,OMH,OITR,37.662525,45.05877,3.30,IR
Municipal,OMK,KOMK,48.416668,-119.51667,-8,US
Marmul,OMM,OONR,18.133333,55.266666,4,OM
Mostar,OMO,LQMO,43.285557,17.846666,1,BA
Oradea,OMR,LROD,47.0275,21.903055,2,RO
Omsk,OMS,UNOO,54.957455,73.3167,6,RU
Municipal,ONA,KONA,44.076668,-91.70611,-6,US
Ondangwa,OND,FAOA,-17.885496,15.942233,2,NA
Mornington,ONG,YMTI,-16.662558,139.17004,10,AU
Moanamani,ONI,WABD,-3.333333,135.5,9,ID
Odate Noshiro,ONJ,RJSR,40.196415,140.37383,9,JP
Municipal,ONL,KONL,42.45,-98.65,-6,US
Ontario Municipal Airport,ONO,KONO,44.022778,-117.013885,-7,US
Newport,ONP,KONP,44.63333,-124.05,-8,US
Zonguldak,ONQ,LTAS,41.516666,32.1,3,TR
Monkira,ONR,YMNK,-24.816668,140.56667,10,AU
Onslow,ONS,YOLW,-21.666668,115.1,8,AU
Ontario International,ONT,KONT,34.06068,-117.59765,-8,US
Ono I Lau,ONU,NFOL,-16.333332,179,12,FJ
Toksook Bay,OOK,PAOO,60.531944,-165.10834,-9,US
Gold Coast (coolangatta),OOL,YBCG,-28.166164,153.51314,10,AU
Cooma,OOM,YCOM,-36.308334,148.97333,10,AU
Mooraberree,OOR,YMOO,-25.05,141.23334,10,AU
Kopasker,OPA,BIKP,66.416664,-16.483334,,IS
Opa Locka,OPF,KOPF,25.9,-80.28333,-5,US
Oenpelli,OPI,YOEN,-12.333333,133.06667,9.30,AU
St Landry Parish,OPL,KOPL,30.533333,-92.083336,-6,US
Francisco Sá Carneiro,OPO,LPPR,41.237774,-8.670272,,PT
Sinop,OPS,SWSI,-11.878573,-55.58156,-4,BR
Oran,ORA,SASO,-23.333332,-64.166664,-3,AR
Orebro-bofors,ORB,ESOE,59.225758,15.047543,1,SE
Orocue,ORC,SKOE,4.9,-71.333336,-5,CO
Chicago O'hare International,ORD,KORD,41.976913,-87.90488,-6,US
Norfolk International Airport,ORF,KORF,36.898582,-76.20629,-5,US
Worcester Regional Airport,ORH,KORH,42.26917,-71.87444,-5,US
Orinduik,ORJ,SYOR,4.716667,-60.033333,-4,GY
Cork,ORK,EICK,51.846645,-8.48914,,IE
Orlando Executive,ORL,KORL,28.544167,-81.335556,-5,US
Northampton,ORM,EGBK,52.233334,-0.9,,GB
Es Senia,ORN,DAOO,35.620018,-0.606108,1,DZ
Orapa,ORP,FBOR,-21,24.5,2,BW
Yorketown,ORR,YYOR,-35.033333,137.58333,9.30,AU
Northway,ORT,PAOR,62.961945,-141.92389,-9,US
Oruro,ORU,SLOR,-17.964167,-67.08083,-4,BO
Curtis Memorial,ORV,PFNO,66.82917,-161.0236,-9,US
Ormara,ORW,OPOR,25.3,64.583336,5,PK
Oriximina,ORX,SNOX,-1.75,-55.86667,-3,BR
Orly,ORY,LFPO,48.728283,2.3597,1,FR
Wurtsmith AFB,OSC,KOSC,44.433334,-83.333336,-5,US
Åre Östersund Airport,OSD,ESPC,63.198612,14.494444,1,SE
Wittman Field,OSH,KOSH,43.98389,-88.556946,-6,US
Osijek,OSI,LDOS,45.55,18.683332,1,HR
Oskarshamn,OSK,ESMO,57.266666,16.433332,1,SE
Gardermoen,OSL,ENGM,60.19419,11.100411,1,NO
Mosul,OSM,ORBM,36.3075,43.149445,3,IQ
Osan AB,OSN,RKSO,37.083332,127.03333,9,KR
Osborne Mine,OSO,YOSB,-22.08254,140.55779,10,AU
Mosnov,OSR,LKMT,49.69552,18.121284,1,CZ
Osh International Airport,OSS,UAFO,40.60769,72.78648,6,KG
Ostend/Bruges International Airport,OST,EBOS,51.199722,2.863611,1,BE
Ohio State University,OSU,KOSU,40.078056,-83.07333,-5,US
Orsk,OSW,UWOR,51.2,58.566666,5,RU
Namsos,OSY,ENNM,64.47273,11.570002,1,NO
Koszalin,OSZ,EPKO,54.042778,16.264444,1,PL
Bol,OTC,FTTL,13.433333,14.733333,1,TD
Worthington,OTG,KOTG,43.65222,-95.58361,-6,US
North Bend,OTH,KOTH,43.418888,-124.24,-8,US
Pitu,OTI,WAMR,2.833333,128.5,9,ID
Boutilimit,OTL,GQNB,17.75,-14.666667,,MR
Industrial,OTM,KOTM,41.106388,-92.449165,-6,US
Henri Coanda International,OTP,LROP,44.571156,26.077063,2,RO
Coto 47,OTR,MRCC,8.566667,-82.933334,-6,CR
Kotzebue,OTZ,PAOT,66.888054,-162.60583,-9,US
Ouagadougou,OUA,DFFD,12.355019,-1.514283,,BF
Les Anglades,OUD,GMFO,34.783333,-1.933333,,MA
Ouesso,OUE,FCOU,1.616667,16.04861,1,CG
Ouahigouya,OUG,DFCC,13.516667,-2.333333,,BF
Oudtshoorn,OUH,FAOH,-33.603333,22.188334,2,ZA
Ban Houei,OUI,VLHS,18.936111,102.67083,7,LA
Oulu,OUL,EFOU,64.93012,25.375425,2,FI
Batouri,OUR,FKKI,4.473056,14.363611,1,CM
Ourinhos,OUS,SDOU,-22.966667,-49.916668,-3,BR
Zouerate,OUZ,GQPZ,22.733334,-12.35,,MR
Tolmachevo,OVB,UNNT,55.00901,82.667,7,RU
Asturias,OVD,LEAS,43.55891,-6.032094,1,ES
Oroville,OVE,KOVE,39.5,-121.61667,-8,US
Overberg (FAOB),OVG,FAOB,-34.551666,20.235832,2,ZA
Olavarria,OVR,SAZF,-36.88889,-60.22778,-3,AR
Sovetsky,OVS,USHS,61.33209,63.601887,5,RU
Daviess County,OWB,KOWB,37.740833,-87.16583,-6,US
Memorial,OWD,KOWD,42,-71,-5,US
Central Maine Airport of Norridgewock,OWK,KOWK,44.716667,-69.8,-5,US
Osvaldo Vieira International,OXB,GGOV,11.888889,-15.657222,,GW
Waterbury-oxford,OXC,KOXC,41.479168,-73.13639,-5,US
Oxford (Kidlington),OXF,EGTK,51.766666,-1.25,,GB
Ventura,OXR,KOXR,34.20111,-119.20639,-8,US
Morney,OXY,YMNY,-25.35,141.36667,10,AU
Goya,OYA,SATG,-29.103333,-59.216667,-3,AR
Oyem,OYE,FOGO,1.566667,11.583333,1,GA
Oiapoque,OYK,SBOI,3.883333,-51.783333,-3,BR
Moyale,OYL,HKMY,3.533333,39.05,3,KE
Tres Arroyos,OYO,SAZH,-38.36667,-60.25,-3,AR
Labo,OZC,RPMO,8.181967,123.84541,8,PH
Zaporozhye,OZH,UKDE,47.8675,35.315834,2,UA
Moron,OZP,LEMO,37.24917,-5.759444,1,ES
Ouarzazate,OZZ,GMMZ,30.916668,-6.916667,,MA
Bilaspur,PAB,VABI,31.316668,76.833336,5.30,IN
Paitilla-Marcos A. Gelabert,PAC,MPMG,8.983333,-79.21667,-5,PA
Paderborn/lippstadt,PAD,EDLP,51.610332,8.619832,1,DE
Snohomish County - Paine Field,PAE,KPAE,47.90972,-122.28445,-8,US
Pakuba,PAF,HUPA,2.2,31.616667,3,UG
Pagadian,PAG,RPMP,7.826667,123.4575,8,PH
Barkley Regional,PAH,KPAH,37.06111,-88.7725,-6,US
Port Allen,PAK,PHPA,21.933332,-159.61667,-10,US
Pattani,PAN,VTSK,6.777222,101.15833,7,TH
Palo Alto,PAO,KPAO,37.460835,-122.11389,-8,US
Toussaint Louverture International,PAP,MTPP,18.575394,-72.29471,-5,HT
Palmer Municipalcipal,PAQ,PAAQ,61.6,-149.11667,-9,US
Paros,PAS,LGPA,37.066666,25.1,2,GR
Patna,PAT,VEPT,25.59489,85.09067,5.30,IN
Pauk,PAU,VYPK,21.45,94.51667,6.30,MM
Paulo Afonso,PAV,SBUF,-9.397778,-38.22222,-3,BR
Pamol,PAY,WBKP,5.993056,117.39445,8,MY
Tajin,PAZ,MMPA,20.516666,-97.467224,-6,MX
Hermanos Serdan International,PBC,MMPB,19.135,-98.3675,-6,MX
Porbandar,PBD,VAPR,21.647223,69.656944,5.30,IN
Puerto Berrio,PBE,SKPR,6.483333,-74.48333,-5,CO
Grider Field,PBF,KPBF,34.175556,-91.935555,-6,US
Plattsburgh International,PBG,KPBG,44.7,-73.48333,-5,US
Paro,PBH,VQPR,27.433332,89.416664,6,BT
Palm Beach International Airport,PBI,KPBI,26.688885,-80.09044,-5,US
Paama,PBJ,NVSI,-16.433332,168.21666,11,VU
Puerto Cabello,PBL,SVPC,10.479167,-68.07361,-4,VE
Zanderij International,PBM,SMJP,5.451389,-55.191113,-3,SR
Porto Amboim,PBN,FNPA,-10.7,13.75,1,AO
Paraburdoo,PBO,APPB,-23.173908,117.748,8,AU
Punta Islita,PBP,MRIA,10.416667,-85.166664,-6,CR
Pimenta Bueno,PBQ,SWPM,-11.7,-61.2,-4,BR
Puerto Barrios,PBR,MGPB,15.723056,-88.60611,-6,GT
Putao,PBU,VYPT,27.333332,97.416664,6.30,MM
Plettenberg Bay,PBZ,FAPG,-34.0875,23.329166,2,ZA
Portage Creek,PCA,MMPC,58.90139,-157.70195,-9,US
Pondok Cabe,PCB,WIHP,-6.35,106.76667,7,ID
Prairie du Chien Municipal Airport,PCD,KPDC,43.016666,-91.11667,-6,US
Captain Rolden International Airport,PCL,SPCL,-8.333333,-74.63333,-5,PE
Koromiko,PCN,NZPN,-41.35,174.03334,12,NZ
Punta Colorada,PCO,MMPL,23.583332,-109.5,-7,MX
Principe,PCP,FPPR,1.666667,7.416667,,ST
Puerto Carreno,PCR,SKPC,6.183333,-67.63333,-5,CO
Picos,PCS,SNPC,-7.083333,-41.466667,-3,BR
