airport_name,iata_code,icao_code,latitude,longitude,gmt,country_iso2
Campbell River,YBL,CYBL,49.951725,-125.26813,-8,CA
Yibin,YBP,ZUYB,28.797659,104.54395,8,CN
Brandon,YBR,CYBR,49.9,-99.95,-6,CA
Brochet,YBT,CYBT,57.88333,-101.666664,-6,CA
Berens River,YBV,CYBV,52.355556,-97.01667,-6,CA
Springbank,YBW,CYBW,48.75,-123.23333,-8,CA
Blanc Sablon,YBX,CYBX,51.433334,-57.216667,-4,CA
Bonnyville,YBY,CYBF,54.266666,-110.73333,-7,CA
Courtenay,YCA,CAH3,49.683334,-124.98333,-8,CA
Cambridge Bay,YCB,CYCB,69.1,-105.13333,-7,CA
Cornwall Regional Airport,YCC,CYCC,45.1,-74.566666,-5,CA
Nanaimo,YCD,CYCD,49.05,-123.86667,-8,CA
Centralia,YCE,CYCE,43.283333,-81.48333,-5,CA
Castlegar,YCG,CYCG,49.295555,-117.632225,-8,CA
Miramichi,YCH,CYCH,47.014008,-65.44744,-4,CA
Charlo,YCL,CYCL,47.983334,-66.333336,-4,CA
St Catharines,YCM,CYSN,43.2,-79.166664,-5,CA
Cochrane,YCN,CYCN,49.066666,-81.01667,-5,CA
Kugluktuk,YCO,CYCO,67.833336,-115.083336,-7,CA
Chetwynd,YCQ,CYCQ,55.683334,-121.63333,-7,CA
Cross Lake,YCR,CYCR,54.63333,-97.8,-6,CA
Chesterfield Inlet,YCS,CYCS,63.333332,-90.71667,-6,CA
Coronation,YCT,CYCT,52.1,-111.416664,-7,CA
Yun Cheng,YCU,ZBYC,35.018,110.993,8,CN
Chilliwack Municipalcipal Airport,YCW,CYCW,49.166668,-121.9,-8,CA
Clyde River,YCY,CYCY,70.416664,-68.5,-5,CA
Dawson City,YDA,CYDA,64.041664,-139.12083,-8,CA
Burwash Landings,YDB,CYDB,61.35,-139.01666,-8,CA
Deer Lake,YDF,CYDF,49.21027,-57.399727,-2:30,CA
Digby,YDG,CYID,44.61667,-65.76667,-4,CA
Dease Lake,YDL,CYDL,58.583332,-130.03334,-8,CA
Dauphin,YDN,CYDN,51.1,-100.05,-6,CA
St Methode,YDO,CYDO,48.86667,-72.23333,-5,CA
Nain,YDP,CYDP,56.533333,-61.666668,-4,CA
Dawson Creek,YDQ,CYDQ,55.733334,-120.183334,-7,CA
Boundary Bay,YDT,CZBB,49.183334,-123.183334,-8,CA
Yecheon,YEC,RKTY,36.625,128.355,9,KR
Namao Field,YED,CYED,53.5,-113.5,-7,CA
Edmonton International Airport,YEG,CYEG,53.307377,-113.584045,-7,CA
Yenisehir,YEI,LTBR,40.233334,29.55,3,TR
Arviat,YEK,CYEK,61.11667,-94.05,-6,CA
Elliot Lake,YEL,CYEL,46.352222,-82.56306,-5,CA
East Manitoulin,YEM,CYEM,45.842777,-81.858055,-5,CA
Estevan,YEN,CYEN,49.166668,-102.98333,-6,CA
Yeovilton,YEO,EGDY,51.016666,-2.55,,GB
Fort Severn,YER,CYER,56.033333,-87.833336,-5,CA
Yasouj,YES,OISY,30.699774,51.55276,3.30,IR
Edson,YET,CYET,53.583332,-116.46667,-7,CA
Eureka,YEU,CYEU,80,-85.933334,-6,CA
Inuvik/mike Zubko,YEV,CYEV,68.30665,-133.49767,-7,CA
Amos,YEY,CYEY,48.552223,-78.25,-5,CA
Fort Albany,YFA,CYFA,52.24167,-81.59167,-5,CA
Iqaluit,YFB,CYFB,63.75175,-68.53658,-5,CA
Fredericton,YFC,CYFC,45.87316,-66.52978,-4,CA
Forestville,YFE,CYFE,48.75,-69.066666,-5,CA
Fort Hope,YFH,CYFH,51.559345,-87.89796,-5,CA
Snare Lake,YFJ,CFJ2,64.19056,-114.075554,-7,CA
Flin Flon,YFO,CYFO,54.683334,-101.683334,-6,CA
Fort Resolution,YFR,CYFR,61.183334,-113.683334,-7,CA
Fort Simpson,YFS,CYFS,61.75,-121.23333,-7,CA
Taipa Ferry Port,YFT,YFTZ,-18.178333,125.55417,8,MO
Fox Harbour (St Lewis),YFX,CCK4,52.36667,-55.683334,-2:30,CA
Gillies Bay,YGB,CYGB,49.7,-124.53333,-8,CA
Fort Good Hope,YGH,CYGH,66.26667,-128.65,-7,CA
Miho,YGJ,RJOH,35.500652,133.24448,9,JP
Kingston,YGK,CYGK,44.219513,-76.59366,-5,CA
La Grande,YGL,CYGL,53.629723,-77.70639,-5,CA
Gimli,YGM,CYGM,50.666668,-97,-6,CA
Gods Narrows,YGO,CYGO,54.55,-94.48333,-6,CA
Michel Pouliot,YGP,CYGP,48.766666,-64.48333,-5,CA
Geraldton,YGQ,CYGQ,49.733334,-86.95,-5,CA
Iles De La Madeleine,YGR,CYGR,47.36667,-61.9,-4,CA
Igloolik,YGT,CYGT,69.4,-81.816666,-5,CA
Havre St Pierre,YGV,CYGV,50.25,-63.583332,-5,CA
Kuujjuarapik,YGW,CYGW,55.279167,-77.76667,-5,CA
Gillam,YGX,CYGX,56.35,-94.7,-6,CA
Grise Fiord,YGZ,CYGZ,76.41778,-82.95722,-5,CA
Port Hope Simpson,YHA,CYHA,52.533333,-56.3,-2:30,CA
Hudson Bay,YHB,CYHB,52.86667,-102.416664,-6,CA
Dryden Municipal,YHD,CYHD,49.783333,-92.833336,-6,CA
Hearst,YHF,CYHF,49.716667,-83.683334,-5,CA
Charlottetown,YHG,CCH4,52.766666,-56.1,-2:30,CA
Holman,YHI,CYHI,70.71667,-117.71667,-7,CA
Gjoa Haven,YHK,CYHK,68.63333,-95.95,-7,CA
John C. Munroe,YHM,CYHM,43.16138,-79.92631,-5,CA
Hornepayne,YHN,CYHN,49.216667,-84.78333,-5,CA
Hopedale,YHO,CYHO,55.448334,-60.229443,-4,CA
Poplar Hill,YHP,CPV7,52.083332,-94.3,-6,CA
Chevery,YHR,CYHR,50.5,-59.5,-4,CA
Sechelt,YHS,CAP3,49.466667,-123.75,-8,CA
Haines Junction,YHT,CYHT,60.75,-137.5,-8,CA
St Hubert,YHU,CYHU,45.5,-73.6,-5,CA
Hay River,YHY,CYHY,60.845554,-115.778336,-7,CA
Halifax International,YHZ,CYHZ,44.88496,-63.51425,-4,CA
Atikokan,YIB,CYIB,48.75,-91.61667,-5,CA
Pakuashipi,YIF,CYIF,51.216667,-58.666668,-4,CA
Yichang,YIH,ZHYC,30.549934,111.478935,8,CN
Ivujivik,YIK,CYIK,62.416668,-76.083336,-5,CA
Yining,YIN,ZWYN,43.952,81.33144,8,CN
Pond Inlet,YIO,CYIO,72.683334,-78,-5,CA
Willow Run,YIP,KYIP,42.233334,-83.53333,-5,US
Yiwu,YIW,ZSYW,29.344563,120.02881,8,CN
Fort Liard,YJF,CYJF,60.25,-123.46667,-7,CA
St Jean,YJN,CYJN,45.333332,-73.333336,-5,CA
Stephenville,YJT,CYJT,48.533333,-58.55,-2:30,CA
Kamloops,YKA,CYKA,50.70545,-120.442024,-8,CA
Collins Bay,YKC,CYKC,44.25,-76.6,-6,CA
Kitchener-Waterloo Regional,YKF,CYKF,43.455223,-80.37503,-5,CA
Kangirsuk,YKG,CYAS,60.023083,-70.0046,-5,CA
Schefferville,YKL,CYKL,54.783333,-64.816666,-5,CA
Yakima Air Terminal,YKM,KYKM,46.566944,-120.53778,-8,US
Chan Gurney,YKN,KYKN,42.916943,-97.38639,-6,US
Waskaganish,YKQ,CYKQ,51.4875,-78.75,-5,CA
Yakutsk,YKS,UEEE,62.085606,129.75006,9,RU
Chisasibi,YKU,CSU2,53.806824,-78.924065,-5,CA
Kirkland Lake,YKX,CYKX,48.15,-80.03333,-5,CA
Kindersley,YKY,CYKY,51.45,-109.166664,-6,CA
Buttonville Municipalcipal,YKZ,CYKZ,43.86667,-79.36667,-5,CA
Lac Biche,YLB,CYLB,54.766666,-112.01667,-7,CA
Kimmirut,YLC,CYLC,62.85,-69.88333,-5,CA
Chapleau,YLD,CYLD,47.819443,-83.352776,-5,CA
Wha Ti,YLE,CEM3,63.15,-117.26667,-7,CA
Yalgoo,YLG,YYAL,-28.35,116.666664,8,AU
Lansdowne House,YLH,CYLH,52.183334,-87.93,-5,CA
Ylivieska,YLI,EFYL,64.05444,24.72889,2,FI
Meadow Lake,YLJ,CYLJ,54.5,-108.666664,-6,CA
Lake Simcoe Regional,YLK,CYLS,44.4853,-79.5556,-5,CA
Lloydminster,YLL,CYLL,53.31297,-110.072716,-7,CA
La Tuque,YLQ,CYLQ,47.5,-72.833336,-5,CA
Leaf Rapids,YLR,CYLR,56.5,-100.03333,-6,CA
Alert,YLT,CYLT,82.51667,-62.283333,-5,CA
Kelowna Airport,YLW,CYLW,49.95154,-119.38139,-8,CA
Mayo,YMA,CYMA,63.61639,-135.87361,-8,CA
Matane,YME,CYME,48.833332,-67.51667,-5,CA
Manitouwadge,YMG,CYMG,49.083332,-85.86667,-5,CA
Mary's Harbour,YMH,CYMH,52.3,-55.833332,-2:30,CA
Moose Jaw / Air Vice Marshal C. M. Mcewen Airport,YMJ,CYMJ,50.38333,-105.53333,-6,CA
Mys-Kamenny,YMK,USDK,68.46843,73.59573,5,RU
Charlevoix,YML,CYML,47.65,-70.166664,-5,CA
Fort Mcmurray,YMM,CYMM,56.65659,-111.22395,-7,CA
Makkovik,YMN,CYFT,55.166668,-59.166668,-4,CA
Moosonee,YMO,CYMO,51.29111,-80.604164,-5,CA
Port McNeil,YMP,CAT5,50.61111,-127.09722,-8,CA
Yurimaguas,YMS,SPMS,-5.9,-76.1,-5,PE
Chibougamau,YMT,CYMT,49.916668,-74.36667,-5,CA
Mansons Landing SPB,YMU,CYMU,50.07145,-124.98369,-8,CA
Maniwaki,YMW,CYMW,46.38333,-75.96667,-5,CA
Mirabel,YMX,CYMX,45.666668,-74.03,-5,CA
Natashquan,YNA,CYNA,50.183334,-61.8,-5,CA
Yanbu,YNB,OEYN,24.140734,38.06302,3,SA
Wemindji,YNC,CYNC,53,-78.816666,-5,CA
Executive Gatineau-Ottawa,YND,CYND,45.483334,-75.63333,-5,CA
Youngstown,YNG,KYNG,41.25611,-80.66972,-5,US
Hudson Hope,YNH,CYNH,56,-121.9,-7,CA
Yanji,YNJ,ZYYJ,42.885662,129.43936,8,CN
Points North Landing,YNL,CYNL,58.275,-104.08111,-6,CA
Matagami,YNM,CYNM,49.75,-77.8,-5,CA
North Spirit Lake,YNO,CKQ3,52.5,-92.416664,-6,CA
Nemiscau,YNS,CYHH,49.74167,-76.74167,-5,CA
Yantai,YNT,ZSYT,37.407326,121.3711,8,CN
Yangyang,YNY,RKNY,38.066666,128.6,9,KR
Yancheng,YNZ,ZSYN,33.43468,120.20418,8,CN
Old Crow,YOC,CYOC,67.583336,-139.83333,-8,CA
Cold Lake,YOD,CEN5,54.466667,-110.25,-7,CA
Ogoki,YOG,CNT3,51.666668,-85.916664,-5,CA
Oxford House,YOH,CYOH,54.95,-95.28333,-6,CA
Footner Lake,YOJ,CYOJ,58.618332,-117.168335,-7,CA
Yola,YOL,DNYO,9.266111,12.432222,1,NG
Oshawa,YOO,CYOO,43.916668,-78.9,-5,CA
Rainbow Lake,YOP,CYOP,58.5,-119.4,-7,CA
Billy Bishop Regional,YOS,CYOS,44.59028,-80.8375,-5,CA
Yotvata,YOT,LLYT,29.9,35.066666,2,IL
Ottawa Macdonald-Cartier International,YOW,CYOW,45.32083,-75.672775,-5,CA
Glass Field,YPA,CYPA,53.216667,-105.683334,-6,CA
Port Alberni,YPB,EHYP,49.233334,-124.8,-8,CA
Paulatuk,YPC,CYPC,69.35514,-124.07468,-7,CA
Peace River,YPE,CYPE,56.22778,-117.44028,-7,CA
Portage La Prairie,YPG,CYPG,49.966667,-98.3,-6,CA
Inukjuak,YPH,CYPH,58.433334,-78.166664,-5,CA
Aupaluk,YPJ,CYLA,59.3,-69.666664,-5,CA
Pickle Lake,YPL,CYPL,51.208332,-90.208336,-5,CA
Pikangikum,YPM,CYPM,51.817375,-93.97287,-6,CA
Port Menier,YPN,CYPN,49.833332,-64.28333,-5,CA
Peawanuck,YPO,CYPO,54.983334,-85.433334,-5,CA
Peterborough,YPQ,CYPQ,44.3,-78.316666,-5,CA
Digby Island,YPR,CYPR,54.287224,-130.44083,-8,CA
Port Hawkesbury,YPS,CYPD,45.61667,-61.35,-4,CA
Powell River,YPW,CYPW,49.816666,-124.5,-8,CA
Puvirnituq,YPX,CYPX,60.033333,-77.166664,-5,CA
Burns Lake,YPZ,CYPZ,54.233334,-125.76667,-8,CA
Muskoka,YQA,CYQA,44.966667,-79.3,-5,CA
Québec,YQB,CYQB,46.792038,-71.383385,-5,CA
Quaqtaq,YQC,CUHA,61.333332,-69.63333,-5,CA
Clearwater,YQD,CYQD,53.966667,-101.1,-6,CA
Red Deer,YQF,CYQF,52.176945,-113.89333,-7,CA
Windsor,YQG,CYQG,42.274166,-82.96389,-5,CA
Watson Lake,YQH,CYQH,60.12361,-128.825,-8,CA
Yarmouth,YQI,CYQI,43.833332,-66.083336,-4,CA
Kenora,YQK,CYQK,49.7875,-94.35833,-6,CA
Lethbridge,YQL,CYQL,49.631943,-112.791664,-7,CA
Greater Moncton International Airport,YQM,CYQM,46.104774,-64.68123,-4,CA
Nakina,YQN,CYQN,50.166668,-86.7,-5,CA
Comox,YQQ,CYQQ,49.705864,-124.907814,-8,CA
Regina,YQR,CYQR,50.433327,-104.65519,-6,CA
Pembroke Area Municipalcipal,YQS,CYQS,42.783333,-81.2,-5,CA
Thunder Bay,YQT,CYQT,48.37184,-89.31167,-5,CA
Grande Prairie,YQU,CYQU,55.177074,-118.873604,-7,CA
Yorkton,YQV,CYQV,51.216667,-102.46667,-6,CA
North Battleford,YQW,CYQW,52.766666,-108.25,-6,CA
Gander International,YQX,CYQX,48.946667,-54.56333,-2:30,CA
Sydney,YQY,CYQY,46.166668,-60.05,-4,CA
Quesnel,YQZ,CYQZ,53.02667,-122.50972,-8,CA
Rae Lakes,YRA,CEV4,64.11667,-117.35,-7,CA
Resolute,YRB,CYRB,74.71667,-94.96667,-6,CA
Refuge Cove SPB,YRC,CYRC,48.526764,-71.05734,-8,CA
Cartwright,YRF,CYCA,53.682606,-57.03828,-4,CA
Rigolet,YRG,CCZ2,54.333332,-58.416668,-4,CA
Riviere Du Loup,YRI,CYRI,47.833332,-69.53333,-5,CA
Roberval,YRJ,CYRJ,48.516666,-72.21667,-5,CA
Red Lake,YRL,CYRL,51.068764,-93.80006,-6,CA
Rocky Mountain House,YRM,CYRM,52.36667,-114.916664,-7,CA
Rockcliffe St,YRO,CYRO,45.45,-75.7,-5,CA
Trois-Rivieres,YRQ,CYRQ,46.35,-72.683334,-5,CA
Red Sucker Lake,YRS,CYRS,54.166668,-93.583336,-6,CA
Nuuk,YRT,CYRT,62.80998,-92.10019,-6,CA
Sudbury,YSB,CYSB,46.62296,-80.79592,-5,CA
Sherbrooke,YSC,CYSC,45.416668,-71.9,-5,CA
Squamish,YSE,CWSK,52.11667,-101.23333,-8,CA
Stony Rapids,YSF,CYSF,59.25,-105.833336,-6,CA
Smith Falls,YSH,CYSH,44.94829,-75.93959,-5,CA
Saint John,YSJ,CYSJ,45.32948,-65.8902,-4,CA
Sanikiluaq,YSK,CYSK,56.55,-79.21667,-5,CA
St Leonard,YSL,CYSL,47.183334,-67.9,-4,CA
Fort Smith,YSM,CYSM,60.016666,-111.96667,-7,CA
Salmon Arm,YSN,CZAM,50.683334,-119.23333,-8,CA
Postville,YSO,CCD4,54.916668,-59.966667,-4,CA
Marathon,YSP,CYSP,48.75,-86.35,-5,CA
Ste Therese Point,YST,CYST,53.85,-94.65,-6,CA
Summerside,YSU,CYSU,49,-57.983334,-4,CA
Sachs Harbour,YSY,CYSY,71.99145,-125.24104,-7,CA
Pembroke And Area Airport,YTA,CYTA,45.861668,-77.24944,-5,CA
Thicket Portage,YTD,CZLQ,55.316666,-97.7,-6,CA
Cape Dorset,YTE,CYTE,64.23333,-76.53333,-5,CA
Alma,YTF,CYTF,48.533333,-71.666664,-5,CA
Thompson,YTH,CYTH,55.79753,-97.8605,-6,CA
Big Trout,YTL,CYTL,53.81594,-89.88952,-6,CA
La Macaza,YTM,CYFJ,46.515556,-74.75528,-5,CA
Tasiujuaq,YTQ,CYTQ,58.6678,-69.95633,-5,CA
Trenton,YTR,CYTR,44.1,-77.583336,-5,CA
Timmins,YTS,CYTS,48.566372,-81.37164,-5,CA
Taizhou,YTY,ZSYA,32.563057,119.71889,8,CN
Toronto City Centre Airport,YTZ,CYTZ,43.632023,-79.39585,-5,CA
Tuktoyaktuk,YUB,CYUB,69.436386,-133.025,-7,CA
Umiujaq,YUD,CYMU,56.53611,-76.51833,-5,CA
Yuendumu,YUE,YYND,-22.266666,131.81667,9.30,AU
Pierre Elliott Trudeau International,YUL,CYUL,45.457714,-73.74991,-5,CA
Yuma International Airport,YUM,KNYL,32.668606,-114.599266,-7,US
Batang,YUS,ZLYS,32.8399,97.0379,8,CN
Repulse Bay,YUT,CYUT,66.53333,-86.25,-6,CA
Hall Beach,YUX,CYUX,68.78333,-81.25,-5,CA
Rouyn-Noranda,YUY,CYUY,48.205555,-78.83056,-5,CA
Iconi,YVA,FMCN,-11.531944,43.261112,3,KM
Bonaventure,YVB,CYVB,48.05,-65.48333,-5,CA
La Ronge,YVC,CYVC,55.083332,-105.333336,-6,CA
Vernon Regional Airport,YVE,CYVK,50.25,-119.333336,-8,CA
Vermilion,YVG,CYVG,53.35,-110.816666,-7,CA
Qikiqtarjuaq,YVM,CYVM,67.583336,-63.833332,-5,CA
Aéroport Régional De Val-d'or,YVO,CYVO,48.052605,-77.78858,-5,CA
Kuujjuaq,YVP,CYVP,58.10024,-68.41798,-5,CA
Norman Wells,YVQ,CYVQ,65.277855,-126.79337,-7,CA
Vancouver International,YVR,CYVR,49.1947,-123.17919,-8,CA
Buffalo Narrows,YVT,CYVT,55.86667,-108.46667,-6,CA
Wiarton/Keppel Airport,YVV,CYVV,44.666668,-81.166664,-5,CA
Deer Lake,YVZ,CYVZ,52.666668,-94.5,-6,CA
Petawawa,YWA,CYWA,45.9,-77.28333,-5,CA
Kangiqsujuaq,YWB,CYKG,61.6,-71.95,-5,CA
Winnipeg,YWG,CYWG,49.9,-97.23333,-6,CA
Victoria Inner Harbor,YWH,CYWH,48.416668,-123.36667,-8,CA
Deline,YWJ,CYWJ,65.166664,-123.5,-7,CA
Wabush,YWK,CYWK,52.926315,-66.874,-4,CA
Williams Lake,YWL,CYWL,52.184723,-122.04444,-8,CA
Williams Harbour,YWM,CCA6,52.335438,-56.01282,-2:30,CA
Webequie,YWP,CYWP,52.95972,-87.36889,-5,CA
Wrigley,YWY,CYWY,63.210556,-123.438614,-7,CA
Cranbrook,YXC,CYXC,49.61437,-115.787025,-7,CA
John G. Diefenbaker International,YXE,CYXE,52.169704,-106.69037,-6,CA
Medicine Hat,YXH,CYXH,50.015835,-110.72083,-7,CA
Fort St John,YXJ,CYXJ,56.247883,-120.73437,-7,CA
Rimouski,YXK,CYXK,48.433334,-68.55,-5,CA
Sioux Lookout,YXL,CYXL,50.115208,-91.903,-6,CA
Whale Cove,YXN,CYXN,62.233334,-92.6,-6,CA
Pangnirtung,YXP,CYXP,66.13333,-65.73333,-5,CA
Beaver Creek,YXQ,CYXQ,62,-141,-8,CA
Earlton,YXR,CYXR,47.697224,-79.851944,-5,CA
Prince George,YXS,CYXS,53.88381,-122.67396,-8,CA
Terrace,YXT,CYXT,54.465557,-128.57445,-8,CA
London International,YXU,CYXU,43.02802,-81.14965,-5,CA
Abbotsford,YXX,CYXX,49.025555,-122.361946,-8,CA
Whitehorse International,YXY,CYXY,60.716667,-135.06667,-8,CA
Wawa Airport,YXZ,CYXZ,47.9625,-84.785835,-5,CA
North Bay,YYB,CYYB,46.356823,-79.42725,-5,CA
Calgary International Airport,YYC,CYYC,51.131393,-114.01055,-7,CA
Smithers,YYD,CYYD,54.825558,-127.180275,-8,CA
Fort Nelson,YYE,CYYE,58.833332,-122.583336,-8,CA
Penticton,YYF,CYYF,49.46472,-119.6,-8,CA
Charlottetown,YYG,CYYG,46.285896,-63.131737,-4,CA
Taloyoak,YYH,CYYH,69.53333,-93.51667,-7,CA
Victoria International,YYJ,CYYJ,48.640266,-123.43096,-8,CA
Lynn Lake,YYL,CYYL,56.86667,-101.066666,-6,CA
Cowley,YYM,CYYM,49.86667,-114.166664,-7,CA
Swift Current,YYN,CYYN,50.283333,-107.833336,-6,CA
Churchill Airport,YYQ,CYYQ,58.74819,-94.07449,-6,CA
Goose Bay,YYR,CYYR,53.313534,-60.4124,-4,CA
St. John's International,YYT,CYYT,47.61282,-52.74334,-2:30,CA
Kapuskasing,YYU,CYYU,49.4125,-82.47083,-5,CA
Armstrong,YYW,CYYW,50.283333,-89.03333,-5,CA
Mont Joli,YYY,CYYY,48.6,-68.2,-5,CA
Lester B. Pearson International,YYZ,CYYZ,43.681583,-79.61146,-5,CA
Gore Bay,YZE,CYZE,45.885277,-82.56778,-5,CA
Yellowknife,YZF,CYZF,62.470867,-114.4375,-7,CA
Salluit,YZG,CYZG,62.2,-75.63333,-5,CA
Slave Lake,YZH,CYZH,55.3,-114.78333,-7,CA
Sandspit,YZP,CYZP,53.254444,-131.81277,-8,CA
Sarnia,YZR,CYZR,42.997223,-82.31111,-5,CA
Coral Harbour,YZS,CYZS,64.2,-83.36667,-5,CA
Port Hardy,YZT,CYZT,50.680557,-127.36389,-8,CA
Whitecourt,YZU,CYZU,54.15,-115.78333,-7,CA
Sept-Iles,YZV,CYZV,50.21751,-66.26404,-5,CA
Teslin,YZW,CYZW,60.166668,-132.71666,-8,CA
Greenwood,YZX,CYZX,49.166668,-118.666664,-4,CA
Trail Regional Airport,YZZ,CAD4,49.066666,-117.6,-8,CA
York Landing,ZAC,CZAC,56.083332,-96.1,-6,CA
Zadar,ZAD,LDZD,44.09778,15.356667,1,HR
Pleso,ZAG,LDZA,45.733242,16.06152,1,HR
Zahedan,ZAH,OIZH,29.475756,60.90033,3.30,IR
Zaranj,ZAJ,OAZJ,31.1,61.983334,4.30,AF
Pichoy,ZAL,SCVD,-39.791668,-73.23944,-4,CL
Zamboanga International,ZAM,RPMZ,6.919294,122.062256,8,PH
Laberandie,ZAO,LFCC,44.45,1.45,1,FR
Zaria,ZAR,DNZA,11,7.666667,1,NG
Zhaotong,ZAT,ZPZT,27.316668,103.8,8,CN
Zaragoza,ZAZ,LEZG,41.66386,-1.007466,1,ES
Dolni Benesov,ZBE,LKZA,49.88333,16.866667,1,CZ
Bathurst,ZBF,CZBF,47.629166,-65.73944,-4,CA
Bromont,ZBM,CZBM,45.316666,-72.833336,-5,CA
Bowen,ZBO,YBWN,-20.016666,148.21666,10,AU
Chah- Bahar,ZBR,OIZC,25.436478,60.379562,3.30,IR
Sayaboury,ZBY,VLSB,19.25,101.7,7,LA
La Calera,ZCL,MMZC,22.8,-102.55,-6,MX
Secunda,ZEC,FASC,-27,28,2,ZA
Bella Bella,ZEL,CYJQ,52.166668,-128.1,-8,CA
East Main,ZEM,CZEM,52.25,-78.51667,-5,CA
Zero,ZER,VEZO,27.633333,93.833336,5.30,IN
Faro,ZFA,CZFA,63.216667,-133.36667,-8,CA
Fond Du Lac,ZFD,CZFD,59.316666,-107.166664,-6,CA
Fort Mcpherson,ZFM,CZFM,67.477776,-134.95277,-7,CA
Tulita,ZFN,CZFN,64.916664,-125.566666,-7,CA
New London Railway,ZGD,ZGDY,29.10712,110.44569,-5,US
Grand Forks,ZGF,CZGF,49.016666,-118.433334,-8,CA
Gods River,ZGI,CZGI,54.683334,-94.166664,-6,CA
South Galway,ZGL,YSGW,-25.683332,142.11667,10,AU
Zhongshan Ferry Port,ZGN,ZGNN,22.61321,108.1675,8,CN
Little Grand Rapids,ZGR,CZGR,52.066666,-95.46667,-6,CA
Gaua,ZGU,NVSQ,-14.220086,167.58827,11,VU
Zhanjiang,ZHA,ZGZJ,21.214727,110.36272,8,CN
Shamshernagar,ZHM,VGSH,24.398611,91.92111,6,BD
High Prairie,ZHP,CZHP,55.4,-116.48333,-7,CA
Xiangshan,ZHY,ZLZW,37.568935,105.15253,8,CN
Victoria,ZIC,SCTO,-38.216667,-72.333336,-4,CL
Ziguinchor,ZIG,GOGG,12.556111,-16.275833,,SN
Internacional,ZIH,MMZH,17.606783,-101.464066,-6,MX
Jenpeg,ZJG,CZJG,54.519444,-98.04611,-6,CA
Swan River,ZJN,CZJN,52.11667,-101.23333,-6,CA
Kasaba Bay,ZKB,FLKY,-8.522222,30.659721,2,ZM
Kaschechewan,ZKE,CZKE,52.333332,-81.333336,-5,CA
Kegaska,ZKG,CTK6,50.18889,-61.291668,-4,CA
Sette Cama,ZKM,FOOS,-2.533333,9.75,1,GA
Manzanillo,ZLO,MMZO,19.113333,-104.350555,-6,MX
La Tabatiere,ZLT,CTU5,50.828056,-58.97601,-4,CA
108 Mile Ranch,ZMH,CZML,51.745556,-121.339165,-8,CA
Masset,ZMT,CZMT,54.016666,-132.15,-8,CA
Nanaimo Harbour,ZNA,CAC8,49.05293,-123.87485,-8,CA
Zinder,ZND,DRZR,13.779444,8.983056,1,NE
Newman,ZNE,YNWM,-23.416517,119.80137,8,AU
Negginan,ZNG,CZNG,53,-97.26667,-6,CA
Kisauni,ZNZ,HTZA,-6.218466,39.221184,3,TZ
Cañal Bajo,ZOS,SCJO,-40.607777,-73.05556,-4,CL
Sachigo Lake,ZPB,CZPB,53.890556,-92.195274,-6,CA
Pucon,ZPC,SCPC,-39.76389,-71.63333,-4,CL
Zephyrhills,ZPH,KZPH,28.233334,-82.183334,-5,US
Pine House,ZPO,CZPO,55.516666,-106.583336,-6,CA
Queenstown,ZQN,NZQN,-45.022038,168.7391,12,NZ
Zurich,ZRH,LSZH,47.450603,8.561746,1,CH
Round Lake,ZRJ,CZRJ,52.95,-91.316666,-6,CA
San Salvador,ZSA,MYSM,24.06,-74.53306,-5,BS
St Pierre dela Reunion,ZSE,KZSE,-21.333332,55.483334,4,RE
Sandy Lake,ZSJ,CZSJ,53.033333,-93.23333,-6,CA
Sassandra,ZSS,DISS,4.924444,-6.135556,,CI
Stewart,ZST,CZST,55.933334,-129.98334,-8,CA
Seal Cove,ZSW,CZSW,54.333332,-130.28334,-8,CA
Tureira,ZTA,NTGY,-20.816668,-138.5,-10,PF
Tete-a-La Baleine,ZTB,CTB6,50.716667,-59.333332,-4,CA
Zakinthos International Airport,ZTH,LGZA,37.755833,20.888332,2,GR
Shamattawa,ZTM,CZTM,55.858665,-92.0864,-6,CA
Zhitomir Airport,ZTR,UKKV,50.25,28.65,2,UA
Zaqatala,ZTU,UBBY,41.56166,46.664787,4,AZ
Utica N Railway,ZUA,ZUAL,32.103817,80.054276,-5,US
Ignace,ZUC,CZUC,49.5,-91.833336,-6,CA
Ancud,ZUD,SCAC,-42,-73.833336,-4,CL
Zhuhai Airport,ZUH,ZGUH,22.011787,113.3706,8,CN
Zilfi,ZUL,OEZL,26.25,44.833332,3,SA
Churchill Falls,ZUM,CZUM,53.56278,-64.10917,-4,CA
Savannakhet,ZVK,VLSK,16.553612,104.7625,7,LA
Andapa,ZWA,FMND,-14.65,49.61667,3,MG
Wilmington Railway,ZWI,EDBI,50.730556,12.544444,-5,US
Wollaston Lake,ZWL,CZWL,58.1,-103.183334,-6,CA
Newport News Railway,ZWW,ZWWW,43.90126,87.47515,-5,US
Zunyi,ZYI,ZUZY,27.666668,106.833336,8,CN
Osmani International,ZYL,VGSY,24.957598,91.870476,6,BD
Mzuzu,ZZU,FWUU,-11.442778,34.01278,2,MW
Zanesville,ZZV,KZZV,39.933334,-82.01667,-5,US
Kannur International Airport,CNN,VOKN,11.915858,75.55094,5:30,IN
Beijing Daxing International Airport,PKX,ZBAD,39.5092,116.411,,CN
Berlin Brandenburg Airport,BER,EDDB,52.3667,13.502,,DE
